book_id,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
4416,2706,5646,6067,9584,7442,9316,4611,5899,8148,6162,7308,8032,5375,4087,7159
4417,9614,8876,1621,9375,2444,8964,1069,3129,4285,4117,3305,1371,7735,4798,5813
4418,2897,8045,5625,6315,5604,6302,534,3849,6295,9902,372,4793,9550,4053,344
4419,2409,8513,9365,1229,6239,5803,5403,4847,5967,4204,1478,2731,6086,1020,7423
4421,1960,1318,2344,4960,6320,1444,6315,7778,5865,1571,8805,1777,8633,5460,5293
4422,1802,431,209,7030,7747,3857,7464,2547,9480,3827,3431,7578,6380,5312,3340
4423,6585,4757,5340,7041,6763,3824,5512,7512,6923,8542,7633,6325,8008,7574,6762
4424,2083,6918,5943,2593,6667,3738,3183,3926,6864,3862,1513,5112,1932,6731,4446
4425,4867,5410,5533,3832,3990,7536,7064,1336,3608,3510,7718,7982,3874,3265,1473
4426,7264,8597,5822,6988,5391,3071,9720,7840,5747,4509,7135,4965,1652,7952,7917
4427,2883,1685,2433,1052,2633,1101,1426,1842,1149,2991,328,791,1532,616,331
4428,3440,7408,8162,6061,6427,1469,8525,1491,3886,1120,4865,2786,5458,972,3077
4429,1908,5128,5973,6332,2806,7963,8650,5281,4355,7475,499,8581,2092,4126,4763
4431,1107,1748,310,465,2589,4400,1879,3610,1063,978,1430,1111,5355,647,7388
4432,7781,7931,7813,7010,5976,5773,5464,5204,4325,3809,9741,502,1451,8112,2951
4433,4281,5892,5248,3984,7863,5017,3183,3738,3926,6743,3075,8599,4105,1257,3445
4434,1896,1836,9796,1229,876,4877,579,8774,1469,4375,6860,9297,2990,2512,3936
4435,9442,977,2474,7231,5802,8357,3949,2755,3072,3907,4138,1815,4661,3754,7592
4436,3365,2929,2685,2919,2402,2152,1824,548,4739,8931,2496,1745,753,275,2110
4439,8774,9230,4180,4709,7276,2635,6003,8578,5492,8213,3051,4967,8924,5601,6106
4440,4044,2262,7127,7986,8592,7505,7895,8332,5805,1857,2608,1863,6368,4712,8085
4441,4336,6204,5754,1624,4485,8233,4688,4213,4634,4183,7392,4332,1015,3124,1135
4443,1160,4444,9197,8647,8226,8850,7649,1598,5686,6999,1571,5378,6083,3508,4996
4444,1160,4443,8850,6315,5761,6043,8647,2602,5686,9197,6999,6083,8714,1598,1777
4445,4275,2230,2125,3120,8686,7171,5880,3444,3624,5686,4196,3019,2954,9702,4399
4446,3862,3326,3687,2662,3336,3176,1696,5112,2593,5943,6918,9184,7780,7940,1840
4447,8945,1864,5951,9455,4985,6296,9343,4396,3893,8806,7436,7820,5800,9002,8338
4452,4630,5836,2970,5639,922,7296,5299,6148,5829,7065,7289,9051,7525,6277,7706
4453,7977,2505,3971,1929,4936,4677,7521,6782,6469,4151,6258,5968,4945,6306,8152
4454,5671,4200,9525,7105,9902,6295,8768,6434,9331,6386,1745,746,9385,3544,2102
4455,5284,4826,8597,2145,5822,3172,2747,6704,4053,9049,2851,9962,7827,5413,8478
4458,4230,5504,5136,6133,5946,4665,2968,6792,5390,1535,1351,569,9980,6859,9897
4459,3137,4608,4101,4588,3182,8185,8491,1801,1918,7238,9622,9103,9911,4190,5560
4460,4578,5536,3562,1809,6873,8484,1431,7479,7383,8787,2376,9371,8784,9449,5441
4462,4575,5619,6825,8694,8256,5065,9296,9440,5100,9430,2864,1872,6994,6166,3821
4463,4948,2842,5941,3537,6134,4512,3357,4358,4294,4618,8730,1534,2539,6696,2383
4464,7975,3462,8907,3450,6687,698,6024,3946,3604,6167,2990,6501,6012,7283,4405
4465,9459,4252,8485,7732,9973,4982,1855,2566,9828,8075,1984,8340,4395,4639,6261
4468,7842,8665,2207,9966,8175,8973,9077,1055,8532,2770,1180,8686,9061,5275,4785
4471,2507,6158,6155,4292,5394,7683,6591,2163,6375,8176,3603,2710,8051,3308,867
4473,8056,8136,9835,4148,5037,3421,8015,2284,7109,5468,2894,4671,7384,3465,5448
4475,8336,9858,8882,5730,4974,6160,7198,6772,1113,6031,3398,9473,4068,4785,5244
4476,6785,7364,4785,4205,4183,5389,5253,8260,7850,4672,6702,6139,1777,1157,3023
4478,1844,7571,9502,9291,9155,7126,776,3080,5467,4825,4696,6338,1872,3077,7048
4479,4693,2294,6950,2762,4168,3718,2856,4977,3211,7714,4089,2359,6237,5781,5314
4481,3653,3431,3158,1016,7132,3035,5952,7733,8694,5740,3940,4802,6610,5966,1844
4482,3140,7489,8854,5909,504,4327,8917,4320,6961,9449,9760,2940,1618,6437,3843
4483,5207,9566,6920,5580,6590,6361,7254,8978,1788,1010,780,4046,3996,8928,8242
4485,9612,1624,9311,4441,4584,2002,8140,5067,5960,9908,5327,1015,5122,3535,3464
4487,4681,6349,7724,7932,1756,9115,6048,9727,5533,9082,4801,5920,3771,7589,5607
4492,1745,9003,6565,845,5652,3711,6434,6853,5406,5032,4166,4664,1302,4775,8643
4493,5471,9291,6169,1541,6398,1437,4746,2036,8296,5454,7357,756,5501,3641,2231
4494,5181,5586,5331,4507,5173,4574,3672,5366,1199,8097,4019,6169,7110,4179,7314
4495,1376,1194,8373,562,1166,1043,988,1665,1745,389,2724,1039,292,189,17
4496,2816,4339,4748,7083,9137,4404,2731,9443,1013,5564,7714,971,7616,2417,1560
4497,7497,9368,6072,7139,1667,8872,7675,8894,6372,2456,2870,7972,6210,8386,1789
4501,2694,9347,2548,1855,7965,5610,8831,3674,9629,744,4411,1648,9973,3479,6406
4502,5686,2207,8553,6345,6216,6050,6047,5091,2085,3220,9637,5348,5774,5127,8731
4503,9061,8908,9561,7416,3676,2403,8162,8565,7832,7176,9191,701,1214,3954,3076
4504,7907,1135,1364,887,3763,8565,8276,4640,959,782,6302,8114,5404,1084,4744
4506,3957,5668,5239,5176,5417,5934,6153,823,3612,5588,7549,2823,2030,4909,6910
4507,5586,5173,5181,4494,4574,5331,3672,1199,5366,8097,4019,1637,6169,7314,4179
4508,9841,1131,9951,4050,4690,4337,7763,2476,9472,1300,9865,7332,3857,9251,5577
4509,4202,8130,8985,4942,9997,9263,6475,6615,9630,8676,9004,1136,4426,7008,9832
4510,5948,4238,7749,5935,5808,8801,9865,5487,5840,9192,6719,3849,9660,5841,5088
4512,4948,3537,3357,2842,1534,2383,4294,4463,4040,5941,6134,2539,6696,3367,7671
4513,5095,9267,1311,6552,4337,5220,3890,9206,6566,3386,622,1107,1842,4920,6742
4514,4132,4916,2759,5159,3577,9870,6175,5681,7054,2099,7846,4550,4952,1321,3983
4515,4326,1800,974,1620,5326,7380,9581,360,1545,2325,3864,4785,5428,9727,1797
4517,5330,3202,3068,3600,3133,2552,1676,2098,1704,1074,9972,2172,7338,405,297
4518,5759,379,3493,973,338,510,330,1704,820,108,467,2964,648,2283,7335
4519,9044,9451,6752,8806,7332,6251,9625,3407,7260,2965,5889,2822,8132,9754,2406
4520,8470,8130,4969,7526,9063,9384,9979,3638,6092,9561,1334,3296,9624,4202,2543
4523,7456,6821,6672,5235,5839,8727,6955,6471,2515,7851,5876,2920,3470,6685,1354
4524,1987,3205,1900,1795,6323,553,1208,1123,1139,4642,3735,2352,556,865,967
4525,7712,3390,4236,4567,803,6935,9536,4196,6755,3506,6378,8450,9496,7350,9457
4526,4785,7068,7427,5460,4744,4205,1444,2344,3954,8923,1318,3124,698,5592,5369
4527,7585,8871,7417,5667,5883,5066,3548,4827,1185,6003,5813,5930,5157,5195,1422
4528,5558,8987,8093,6539,3804,6914,6807,8068,4713,5775,5195,5507,4795,6833,9890
4530,2458,2645,2399,1759,2219,1536,1071,1989,1638,481,2461,1525,2056,7724,1278
4531,5374,5792,8456,3913,2926,5730,7810,6772,6160,8336,8946,7022,323,580,6630
4533,9885,9635,9914,7017,6028,3709,4892,4209,4876,3430,866,3355,3823,5528,3801
4534,5463,4650,3826,3063,5806,9308,3325,9389,7981,5041,7855,5396,8398,7895,332
4535,6702,2689,3922,6425,6480,5070,5561,8631,6139,7357,9625,4277,2523,8334,8864
4536,6441,7759,1507,9014,5831,9438,7182,8855,4397,8707,4398,7146,2132,9670,6398
4537,8700,7344,3242,8472,9549,9124,824,1521,6556,3404,8037,2763,4332,4149,3126
4538,5471,8974,991,5587,2510,3574,1720,1481,2294,4693,6950,2762,4479,9958,2359
4541,8095,9509,9627,8910,4401,4589,4666,9013,995,535,1608,4256,3411,7573,363
4542,4289,3918,4632,3286,3614,4548,5030,5243,6823,505,8465,6420,1925,1218,3971
4544,3963,515,6588,2939,3216,6409,8738,5573,6050,3740,7502,991,1936,6139,9832
4546,6151,3619,5117,4380,5408,9155,5359,4794,6344,5771,9592,8730,8624,5548,2373
4548,4632,6823,5030,5243,4289,3614,3918,4542,3286,8465,505,6420,3971,1925,1438
4549,3634,2589,8073,692,8091,7585,8871,5231,9875,1748,5023,1879,6373,1052,31
4550,7846,4952,3983,4593,6197,4773,8251,8546,4303,8354,6346,6608,5963,2480,9870
4551,9452,1485,8529,6147,9601,7736,5756,8064,9475,2022,8784,7909,6315,9531,2910
4553,4799,5160,5203,6330,6472,3492,3096,3530,2811,1686,3938,1418,2198,9157,1931
4554,7711,6152,2500,3888,5288,9385,3697,5366,4334,5331,4019,4494,5059,5181,6817
4555,4890,9860,7768,2438,5313,8451,7182,5069,5682,5683,4945,7540,5285,2492,6556
4556,4781,8050,2545,7112,5760,5659,4105,3454,3382,7576,2317,4030,3215,5218,6864
4557,6300,3912,2996,5534,5305,7761,9511,3034,8228,5445,7566,2069,7678,8284,3204
4558,1828,2434,3629,6362,8170,5285,8979,1907,1697,5870,7348,9301,4342,3594,5968
4559,1766,3617,4393,9596,759,5078,5032,600,7201,8206,8540,3283,4343,435,3891
4560,8864,6223,8837,7089,7427,8334,2506,5592,5740,4535,6919,2973,5188,2203,2894
4561,8917,9036,7364,5430,5142,2368,7882,9316,2114,6186,9867,3197,5996,9794,5932
4562,7671,9073,4762,9082,4076,543,3617,419,384,6783,5271,4446,6053,394,309
4565,2611,3359,2043,2469,2658,2677,2452,3000,3547,2718,2271,2086,2944,2501,3362
4566,1241,4596,3698,5520,3148,3943,6243,1192,9684,809,1438,5472,5094,7608,3548
4567,3390,7335,9702,4525,3799,5492,7350,8675,9262,7165,9496,6927,2311,2786,8054
4571,4806,3601,3174,2825,5672,1528,5951,6797,5560,7446,8035,3111,6520,2258,1744
4574,3672,5173,4507,5586,5181,4494,1199,5331,5366,1637,6169,4179,7314,7110,7270
4575,4462,5100,2864,4645,7430,863,2879,5055,8111,5458,7345,3072,3403,2624,2196
4577,3160,9838,6674,9138,443,9813,1789,2454,6801,6853,3796,8844,2072,7317,3626
4578,4460,5536,3562,1809,6873,8484,7479,1431,7383,8787,9371,2376,8784,9449,5685
4579,7214,7260,2604,1533,3128,2347,3340,1633,6665,3477,1217,4251,898,5928,1993
4580,2392,5755,9584,7442,5899,7361,3188,2721,2154,6162,4611,3909,9940,5565,3810
4581,2463,6861,3318,9876,9189,2714,5697,6985,5224,3462,7975,8553,2711,5472,9976
4582,2600,8226,1088,2197,559,7172,6480,8939,8849,2297,1783,2952,1566,8838,6335
4584,7606,4485,1624,3342,1571,3457,4330,1364,7812,2344,8390,1967,2342,2024,4727
4585,9986,8081,5782,9894,8904,7263,5695,7118,7226,5684,7253,9277,4955,3360,5367
4586,5123,6302,9431,8571,8121,8535,6835,7375,7894,9082,8048,4231,1492,7227,7997
4588,4608,4459,8185,3137,8491,4101,9622,3182,7238,1918,1801,5867,5560,4190,9911
4589,4666,4589,8095,7573,4595,8425,4831,5959,5574,5320,7396,4541,7552,7919,5931
4590,3705,3366,4025,3982,2754,3965,3198,3280,1607,2751,521,902,4349,7211,2497
4592,4242,4890,6884,4535,2490,7768,2952,2438,5225,1073,497,4277,9761,5492,8451
4593,3983,4303,8546,8251,6197,4773,7846,4952,4550,8354,6346,5963,6608,2480,9870
4595,4401,4589,4666,8095,7573,4259,8691,8425,4831,5959,5574,5320,7396,4541,7609
4596,1241,5472,5520,3148,6243,4566,6907,1192,1438,5094,6882,5675,7739,9001,4523
4597,3734,8899,5919,3868,9690,7504,7210,3482,9648,6404,8748,9978,7002,9156,7524
4598,2050,1805,9379,6885,9004,2182,5163,6019,9647,9138,7345,1038,9599,8540,8111
4600,6360,8765,5534,2378,3097,3742,9511,9185,7388,6942,5708,4172,5642,3204,5871
4602,9061,9123,9864,9460,3954,5730,3913,5244,6553,5425,4475,8682,3379,8456,9561
4603,4099,9403,3225,8786,6734,8196,7363,5194,5380,2684,6396,3753,4665,8281,6792
4605,4983,6999,3310,4688,5678,3106,3400,5378,3321,7317,3054,2805,5704,1967,5947
4606,3511,4108,925,8295,669,6604,3734,5198,5774,2207,5919,9690,5133,1778,2367
4608,3137,4101,4459,4588,3182,8185,1918,8491,1801,7238,9622,4190,9103,5867,8275
4609,6017,8690,3412,1758,8023,2952,1892,6024,4692,5468,1661,9794,9389,4473,212
4611,2238,9584,7442,5899,3909,5375,7301,6162,2706,5862,6067,6313,7159,5755,6020
4612,7626,9708,9704,8610,8734,9838,2072,4114,1604,9813,5440,7880,9272,8526,7317
4613,8985,1829,5763,5581,2668,7021,7143,6465,3684,9298,7176,6592,4931,8135,929
4614,6636,2914,378,2107,5478,467,867,3156,1928,895,1843,7066,948,115,1310
4616,3058,5799,2878,4846,5129,5321,5365,5167,8608,6510,8655,3744,7053,7348,990
4618,5941,3050,6134,9885,6549,6685,3355,9635,6357,2059,3925,4533,4463,4209,9914
4619,4680,2091,4308,4065,4084,7631,4121,1930,5728,2405,5431,5158,5748,5411,6267
4620,5495,4366,7829,1683,3385,8092,7985,5779,3695,9264,1705,4823,1274,1349,5467
4622,614,6195,1364,2024,5425,3020,213,3954,4634,1015,4517,4880,872,1797,162
4624,8968,5838,3711,5822,6353,2834,6009,3013,5880,2189,910,2969,1520,1486,6568
4627,5337,4276,7162,8067,3688,1448,5564,3750,5920,4700,7466,7822,3188,2154,2721
4630,4452,6148,5836,5639,922,5299,2970,7296,5829,7289,7065,7419,6277,7525,7706
4632,4289,4542,3918,5030,3614,5243,4548,3286,6823,8465,505,6420,1438,6545,3971
4633,3171,6321,526,6513,7924,5749,6202,7314,4179,7110,5547,8240,3277,4636,5435
4634,1015,3085,2097,180,8686,1973,4336,2958,6195,4441,7724,3457,4622,7932,4785
4636,5121,8431,5758,5781,1138,2055,3277,7348,6174,3906,7158,7053,5129,2878,8608
4638,6120,8223,2520,7724,7932,8056,8226,4681,6349,9727,9082,5054,5607,7844,8726
4639,4252,3284,4089,1762,2087,5590,8731,2566,3386,5157,381,6806,2603,4465,4133
4640,2869,5346,7008,8818,709,5730,580,4504,4055,4777,6892,3808,6567,8588,5374
4642,6323,578,1900,1123,865,739,3205,4524,5903,1208,3735,1288,911,7887,1075
4643,8081,9986,2964,9310,9176,7753,8627,9365,4861,2557,4947,2473,4663,1025,4419
4644,2714,9189,5697,3318,1276,5224,2764,8780,1860,8427,5262,5465,1302,2711,9075
4645,7430,8888,5458,4575,3580,8526,9255,1550,2319,9225,5376,8591,5414,4069,7888
4646,8817,9796,1836,6656,2260,4375,6860,9297,7899,3232,1823,7858,3596,1211,876
4647,7042,6858,7549,4909,6910,2030,6153,3612,5588,5239,5176,2823,5934,4506,3957
4650,5463,4534,3826,3063,9308,5806,4933,4275,5671,8085,9389,3019,2125,3325,9157
4653,5919,3323,8207,7313,6372,6334,3369,3089,4261,471,1218,3276,4368,7656,4315
4655,3121,203,632,517,4821,1799,1140,2878,363,756,280,435,3238,711,149
4656,5092,5295,3166,3832,5684,2911,3608,5609,1553,3510,3874,2605,3990,2550,6080
4657,6609,9509,4981,5716,6524,4155,7117,8126,9921,5364,2647,6063,7916,4822,2755
4658,3871,3304,2215,999,4815,6716,9403,621,6595,5860,7723,5159,8817,8126,9796
4660,5215,2621,1859,7878,6404,4201,7059,3935,9264,7717,9173,3376,5816,5257,625
4661,1235,8623,6857,2226,5806,1003,7594,3949,3072,9465,5258,9988,7990,2755,9126
4663,1025,4715,9176,8028,6513,4861,8859,9310,9751,8027,4981,8917,6311,9986,8081
4664,9003,6853,9968,5032,3711,4492,1745,8846,7126,6674,1302,8485,9965,3170,9834
4665,5136,5946,5504,4230,4458,6133,6792,2968,5390,4036,8575,1535,1351,6956,6794
4666,4401,4589,8095,7573,4595,8425,4831,5959,5574,5320,7396,4541,7552,7919,5931
4667,4675,9596,3276,3664,2389,2836,3369,2861,7201,5115,5078,9637,3089,6559,3131
4668,4125,3350,7130,8777,4675,1820,3052,8072,685,2200,9919,9200,2687,1376,2282
4669,4669,517,5870,3275,8225,6201,3594,1461,446,6393,5402,9402,2581,9404,4345
4670,6186,4141,6506,4657,3684,3211,7798,5493,1706,4110,5812,2050,9033,8192,7257
4671,1354,9835,5593,8136,8578,7717,8452,5629,3911,4473,6636,4780,8840,8973,6242
4672,4785,1444,1318,1113,8011,4476,4183,9211,8226,4205,2344,8233,5460,1973,3139
4673,2639,4349,2596,3622,2751,9827,4590,8278,521,3965,2574,3517,3366,8730,8143
4675,4667,4668,3350,4125,7130,8777,3052,1820,9596,3276,3664,8072,685,2200,2836
4676,6198,1933,7114,4980,4264,3272,8247,2033,1684,2255,4171,3119,5198,8748,7499
4677,8917,6469,7548,7852,2765,5142,4151,2638,4163,5643,4453,3799,7977,8854,9316
4678,6539,9026,5936,3803,4528,4713,4387,6914,7354,3513,9180,7123,5558,7047,5775
4679,9201,9342,9184,7780,7940,5004,6743,3218,9976,7722,4821,6248,4446,3445,3862
4680,4619,2091,4308,7631,4065,4084,4121,1930,5728,2405,6762,1680,5889,5006,3605
4681,6349,7724,7932,5607,9115,9727,9082,8726,7509,9789,7396,4768,5214,8264,9655
4682,7841,7544,9440,882,8146,8386,5705,6931,9454,3780,9384,8026,4905,6760,482
4683,3524,5347,6828,1381,4686,6816,3317,6017,5509,5228,7793,5022,8134,8535,4964
4684,6928,4906,8390,8233,8011,6441,3695,9732,5483,9014,8903,8179,4763,7428,2709
4686,6816,4683,3524,5347,6828,1381,5509,6017,3317,3462,7975,6886,9198,5228,6083
4687,5490,4791,2472,5151,7712,2968,8872,5755,9536,5598,9457,6776,5883,9092,7112
4688,9819,9323,7783,4906,8233,8940,2982,8209,9576,3310,7327,4605,7495,4332,9303
4690,7858,4947,8033,9169,7236,5143,2731,4970,2260,2864,1632,2831,3078,3686,4977
4691,9835,8136,6167,6302,5492,7827,5527,4148,5717,5841,8331,5123,4907,3692,4504
4692,4784,5012,1661,4818,9574,9365,8690,7525,8023,3446,1720,3313,4141,6434,6770
4693,2294,4479,6950,2762,4168,3718,2856,4977,3211,7714,4089,2359,6237,5781,5314
4694,3645,6944,9273,1859,3656,1317,7002,3079,1269,5385,1739,2079,261,4081,208
4695,4330,7531,7723,4727,7622,3552,5382,9649,893,3717,5293,6101,4880,8172,9161
4696,6338,7048,7809,4825,5083,6903,6377,5481,5467,2863,5573,3080,5143,6238,7433
4698,5567,3904,2821,3138,1112,1210,8591,4014,133,9627,9119,8174,7385,6505,3344
4699,5483,8903,8179,3661,3695,9032,9499,9359,7832,5596,5537,2318,9483,900,5495
4700,5337,5564,3688,3750,7162,1448,5920,8067,7822,4276,4627,7466,7864,6686,8535
4701,9710,9881,8418,8541,3735,7879,7045,1922,8745,2009,1709,3937,6097,7247,7123
4702,4702,9700,7385,2744,2548,4823,6251,3542,6693,2911,3510,6390,2327,2647,3874
4703,6686,6647,2721,3188,2154,3940,9115,7131,8876,7358,9475,5613,4263,9594,8754
4707,6128,6032,3675,7715,3457,6612,9083,3761,9599,8692,5210,8724,7027,6611,6634
4709,8774,9230,4180,8578,5492,8924,5601,6106,7323,2096,1765,3303,7858,4439,2696
4711,9979,2228,4376,7037,7245,7661,8470,5421,7949,8170,5983,653,4291,9003,8347
4712,7981,8085,5805,7895,6368,7505,6374,8332,4194,3663,3497,2959,3648,3244,3177
4713,4387,4528,6539,8093,2657,3513,5936,4085,5775,5558,4678,5507,8987,7123,1578
4715,9176,1721,4663,1025,9219,6545,5059,4919,9301,5228,4199,504,2557,2964,9568
4716,1695,7298,3306,8174,1998,9764,3936,4003,7212,4219,7850,6673,2223,6556,9746
4717,9760,9134,2222,8773,9524,7489,4919,5909,7889,9301,3140,5270,4327,5964,8854
4719,6662,9197,6315,8078,7498,8847,6019,7423,6147,3440,8529,8357,8323,5639,8982
4720,3179,3712,2935,1531,4010,9137,648,2951,8575,1456,8652,2780,2719,4051,1724
4721,9518,8217,797,7053,9503,8431,9144,4209,3906,9096,6174,3277,7348,4322,7158
4722,9119,6409,8733,2063,3740,7502,4916,7562,5159,3596,7878,6903,6244,4780,4132
4723,6824,6061,6363,3080,6314,9834,9430,9951,6755,5090,4434,7808,7738,3431,6866
4726,2693,2189,7814,1881,7378,9538,3013,9607,7128,7038,7380,910,8393,6709,9277
4727,9311,7606,7990,8390,2342,7622,9988,7444,4695,6272,8011,9667,6156,4330,6225
4728,7006,3229,8868,5665,7208,1058,7748,5858,8215,9469,6212,6512,7619,6087,5861
4729,2191,5802,3203,9268,9758,6788,3529,8760,7428,9629,9967,8937,7086,9463,2326
4730,2901,8236,8134,3583,1652,5413,6010,2684,8096,406,4895,5372,5387,1811,4087
4731,6555,7105,7307,7446,3644,2426,6520,9211,3111,2258,1744,6376,4003,6386,4113
4732,8910,8450,9812,3034,5133,6288,7252,5305,1919,9331,6300,9186,5410,509,9511
4733,6225,7622,3552,9968,9988,9800,8899,7392,7575,6928,5326,6101,6880,2342,4664
4735,8048,9524,6734,8659,6396,5397,9574,9663,5415,7995,5220,9868,7597,7518,4913
4739,3679,3932,4061,2110,753,3365,4436,2929,6295,9902,8101,2919,2685,3959,3849
4740,3308,8220,1888,5336,9375,6547,3105,1013,6922,9499,4893,8174,7576,2105,256
4744,7398,5369,3991,6634,6354,8290,2727,5460,4526,1224,5865,3986,6787,7907,5120
4746,1541,1437,3762,7669,756,9679,6662,4880,6931,2720,9978,2582,4493,7974,8504
4748,2816,4339,7083,4496,9137,4404,2731,9443,1013,7714,971,2417,1560,7994,9241
4749,5885,6131,9359,1313,2651,5008,9766,6712,7569,9465,3143,9744,6375,4971,8382
4753,2602,9298,3380,8052,9499,5841,7766,5714,7128,7710,3111,9779,8826,7524,1907
4754,7631,5522,6267,8860,3605,2159,5006,5431,3213,5748,3258,5411,4680,6994,5277
4755,7172,8849,3440,5435,6886,7491,430,380,9264,2713,6429,522,9649,8109,8114
4756,5525,6200,4353,3620,3640,6324,3029,2323,2073,5423,4924,6399,3569,2595,3760
4757,6585,6763,4423,8542,5825,7512,8398,3824,6325,7996,5340,5512,5171,7976,6762
4758,9988,7990,4880,9732,4976,7778,7594,5747,2523,3212,1432,800,1113,8162,9973
4759,6131,7361,7326,9940,5565,5497,6652,7406,6800,2149,7054,8599,5681,9691,9744
4762,9073,7671,4562,9082,6053,319,4167,6591,5582,9085,6780,7932,6448,5786,922
4763,7963,4684,4183,6184,7661,2709,7579,6984,8390,8233,5851,7232,4291,5700,4429
4766,6093,9724,7276,5353,5205,8506,9908,7242,5786,4439,8150,6732,7173,6259,1043
4768,7724,7932,4681,6349,9727,6800,9082,3351,5607,5515,8726,7212,5982,7039,9397
4769,8149,8506,9104,7327,9200,8538,6637,9193,3180,7195,555,1594,5777,9389,2085
4771,6757,5975,4379,5361,4263,3668,8545,4860,2400,3729,2688,5507,3374,2657,9348
4772,5313,4827,1292,6592,9958,1829,5581,3789,2668,5195,7881,6781,8721,3564,2862
4773,3983,4303,4593,8251,6197,8546,7846,4952,4550,8354,6346,5963,6608,2480,9870
4774,1778,7485,3658,4855,4019,5455,6772,5898,6732,7608,8946,9606,4003,4265,8114
4775,2802,7598,3677,3563,9615,6565,845,9682,2959,3244,6053,6628,4492,2764,5016
4776,3627,4000,3157,9975,5515,3814,6653,6673,5415,2119,3154,3117,8401,2780,7728
4777,8478,7943,6645,2716,5994,8239,7204,7485,8543,9123,2503,3493,3353,5699,6160
4778,8609,6524,8976,3833,6842,3344,8120,1601,1650,2326,7616,972,2315,1953,1204
4779,5637,9751,5073,9389,8472,9868,4290,5833,1019,7855,7886,7517,7568,1605,6683
4780,9119,7977,6547,1194,1354,4722,2952,5335,1166,8084,1043,1188,6047,9766,6916
4781,4556,8050,2545,7112,5760,5659,4105,3454,3382,7576,2317,4030,3215,5218,6864
4782,3044,3624,9125,6790,2619,2019,5352,3563,3677,7598,648,2291,8369,1323,6915
4784,6031,4692,7630,5364,3446,4818,1487,7525,6405,3950,4322,8410,6434,2973,3836
4785,4205,1777,1157,3023,7068,6653,9361,7728,8406,4476,1973,2569,4976,8767,5913
4788,3417,516,4139,520,658,495,1312,587,8318,467,4202,7664,380,1005,795
4789,3803,3175,5936,1922,4678,7080,2735,3374,7123,3065,5569,7167,3153,4713,8986
4791,5490,4687,5151,2472,7712,2968,8872,8575,9536,5598,9457,5883,6776,4230,6183
4793,3935,407,587,2679,941,3588,3456,4237,6889,4050,867,860,5349,4418,8045
4794,5359,5771,3619,6151,5548,2373,5117,4380,9155,5408,6344,4546,9592,8884,7601
4795,4528,6807,8987,7080,6539,6833,7354,7123,9180,4713,5795,5775,8068,6914,8093
4796,7480,8000,5387,2503,5258,8233,9679,8961,5537,9978,8239,6166,7151,6204,8337
4797,3680,3876,2745,511,2351,4127,2031,3108,2074,2150,5007,2296,8216,3443,5282
4798,9498,7380,9334,8194,7248,7070,7278,6076,9727,8283,3295,9614,3920,4152,3117
4799,5160,4553,5203,6330,6472,3530,3492,3096,2811,1686,3938,5232,1418,2198,1931
4800,5134,4078,7021,7092,6758,9965,4859,6256,6186,3864,8771,5802,6032,9297,3684
4801,5547,8240,3839,5749,3001,6048,4849,6513,2126,1889,5533,6667,1932,1473,7786
4802,7132,3035,3653,9820,3431,2687,2974,3940,1016,9322,3158,3741,9676,7525,7328
4805,3571,3902,3189,3859,3201,2545,6731,7576,8922,5760,5480,4556,4781,4030,3115
4806,4571,5672,3601,3174,2825,1528,5951,6797,5560,8961,5099,9746,9868,9622,6397
4810,6736,7105,9832,6781,5313,8647,6498,7414,7778,6128,6320,2175,2942,5008,6555
4811,8571,9337,8121,8396,7894,9910,8048,6877,7985,5596,3853,8721,2263,2459,9997
4813,2354,3098,6728,3455,2277,2746,3163,1260,1858,2261,1379,3713,3223,2398,2568
4815,3871,2215,999,3304,621,2787,6716,1825,4658,2049,1221,4042,59,1707,1590
4816,9135,6254,7164,5559,1848,2964,7335,648,2694,2283,6215,8220,8171,9115,7314
4818,7665,8693,3877,1749,3574,1471,8793,6028,7525,6434,4692,8765,4977,4784,4164
4819,5539,2454,6801,6263,9855,7188,1558,2725,9509,6503,4934,6248,1720,6034,5016
4820,4989,2701,8269,4251,4052,4888,3477,4389,2347,9363,3340,4192,7260,1633,7464
4821,3121,203,632,4655,517,9184,7780,7940,6743,1799,3218,1140,9976,6248,9201
4822,2960,1492,8221,2921,1731,5716,4657,9337,9138,2158,6022,6916,6648,8031,8819
4823,9700,4904,4702,7829,2442,7385,7985,2744,932,2548,8454,2132,1684,3542,8736
4825,4696,5467,6338,7048,7809,5573,6357,9621,3080,5143,7139,6685,2203,8186,7433
4826,2851,5000,7422,8052,5611,3838,8592,6080,7986,4188,7345,3132,5175,4455,3790
4827,1427,3205,6781,6510,4772,1829,6246,5581,7778,1403,2668,5167,3744,5930,2352
4828,5947,3566,522,1307,5556,7366,6461,2953,6331,8973,2543,6295,9902,4388,9302
4831,4401,4666,4589,9266,7588,5959,8095,7573,4595,4966,8425,1558,6628,8980,5574
4832,8690,2078,2864,3264,6558,6996,8687,3390,1968,3671,8950,4067,1742,2942,2295
4835,5477,3678,5130,5451,5778,9033,8480,5493,7795,5953,7484,7955,7567,7063,8225
4836,2044,8308,7379,6471,4278,4811,7762,9063,6024,3354,5933,8323,8727,8516,8396
